track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2UREu1Y8CO4jXkbvqAtP7g,Monster,Skillet,75,0RySAmM6oDPGSE03X3dzi1,Awake,2009-08-21,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,178013
1dfHpGeaXunLRNvzSZOZtc,Show Yourself,Mastodon,57,1VzmKgEG38fsUBZVe15wuF,Emperor of Sand,2017-03-31,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.468,0.977,8,-4.198,1,0.0645,4.99e-6,0.0213,0.0543,0.493,134.996,182893
